,mmlu/abstract_algebra,mmlu/anatomy,mmlu/astronomy,mmlu/business_ethics,mmlu/clinical_knowledge,mmlu/college_biology,mmlu/college_chemistry,mmlu/college_computer_science,mmlu/college_mathematics,mmlu/college_medicine,mmlu/college_physics,mmlu/computer_security,mmlu/conceptual_physics,mmlu/econometrics,mmlu/electrical_engineering,mmlu/elementary_mathematics,mmlu/formal_logic,mmlu/global_facts,mmlu/high_school_biology,mmlu/high_school_chemistry,mmlu/high_school_computer_science,mmlu/high_school_european_history,mmlu/high_school_geography,mmlu/high_school_government_and_politics,mmlu/high_school_macroeconomics,mmlu/high_school_mathematics,mmlu/high_school_microeconomics,mmlu/high_school_physics,mmlu/high_school_psychology,mmlu/high_school_statistics,mmlu/high_school_us_history,mmlu/high_school_world_history,mmlu/human_aging,mmlu/human_sexuality,mmlu/international_law,mmlu/jurisprudence,mmlu/logical_fallacies,mmlu/machine_learning,mmlu/management,mmlu/marketing,mmlu/medical_genetics,mmlu/miscellaneous,mmlu/moral_disputes,mmlu/moral_scenarios,mmlu/nutrition,mmlu/philosophy,mmlu/prehistory,mmlu/professional_accounting,mmlu/professional_law,mmlu/professional_medicine,mmlu/professional_psychology,mmlu/public_relations,mmlu/security_studies,mmlu/sociology,mmlu/us_foreign_policy,mmlu/virology,mmlu/world_religions,open_llm/IFEval,open_llm/BBH,open_llm/MATH_Lvl5,open_llm/GPQA,open_llm/MUSR,open_llm/MMLU-PRO,helm/GSM8K,helm/LegalBench,helm/MATH,helm/MMLU,helm/Mean win rate,helm/MedQA,helm/NarrativeQA,helm/NaturalQuestions (closed-book),helm/NaturalQuestions (open-book),helm/OpenbookQA,helm/WMT 2014,alpaca_eval/win_rate,alpaca_eval/discrete_win_rate,alpaca_eval/length_controlled_winrate,arena_hard/score,livebench/coding,livebench/instruction_following,livebench/language,wildbench/Advice seeking,wildbench/Brainstorming,wildbench/Coding & Debugging,wildbench/Creative Writing,wildbench/Data Analysis,wildbench/Editing,wildbench/Information seeking,wildbench/Math,wildbench/Planning,wildbench/Reasoning,wildbench/Role playing,mt_bench/coding,mt_bench/extraction,mt_bench/humanities,mt_bench/math,mt_bench/reasoning,mt_bench/roleplay,mt_bench/stem,mt_bench/writing,bigcode/Computation_complete,bigcode/Computation_instruct,bigcode/Cryptography_complete,bigcode/Cryptography_instruct,bigcode/General_complete,bigcode/General_instruct,bigcode/Network_complete,bigcode/Network_instruct,bigcode/System_complete,bigcode/System_instruct,bigcode/Time_complete,bigcode/Time_instruct,bigcode/Visualization_complete,bigcode/Visualization_instruct
Mixtral-8x7B-Instruct-v0.1,0.42,0.6666666666666666,0.7894736842105263,0.73,0.7773584905660378,0.8263888888888888,0.5,0.66,0.46,0.7572254335260116,0.4313725490196078,0.81,0.6680851063829787,0.6140350877192983,0.6482758620689655,0.4788359788359788,0.5238095238095238,0.42,0.8516129032258064,0.6206896551724138,0.78,0.8,0.8686868686868687,0.9585492227979274,0.6974358974358974,0.3888888888888889,0.8025210084033614,0.4701986754966887,0.8844036697247707,0.5972222222222222,0.8529411764705882,0.8481012658227848,0.757847533632287,0.8091603053435115,0.8760330578512396,0.8425925925925926,0.8159509202453987,0.5714285714285714,0.8446601941747572,0.9230769230769232,0.77,0.879948914431673,0.7803468208092486,0.4603351955307262,0.8202614379084967,0.797427652733119,0.8333333333333334,0.5531914893617021,0.5443285528031291,0.7941176470588235,0.7647058823529411,0.7090909090909091,0.7714285714285715,0.8905472636815921,0.9,0.5060240963855421,0.8771929824561403,0.5083179297597042,0.4934907134178094,0.0913897280966767,0.3028523489932886,0.4193121693121693,0.3691821808510638,0.622,0.630020881709919,0.4941364542343734,0.6490526315789473,0.7275862068965517,0.6520874751491054,0.7666040431581972,0.4272530631065847,0.6991936086134782,0.868,0.1898242156036393,18.25531762637268,16.8944099378882,23.68848260134481,23.4,0.125,0.578525641025641,0.1358111711804105,46.05042016806722,46.50602409638553,25.023696682464447,43.41666666666667,32.8888888888889,38.69918699186991,41.41104294478527,11.604938271604937,36.72862453531599,33.88560157790927,40.71428571428571,,,,,,,,,,,,,,,,,,,,,,
OpenHermes-2.5-Mistral-7B,0.33,0.6,0.6973684210526315,0.57,0.6792452830188679,0.75,0.45,0.46,0.29,0.6127167630057804,0.3823529411764705,0.76,0.5574468085106383,0.5,0.5310344827586206,0.4365079365079365,0.4603174603174603,0.36,0.7935483870967742,0.5073891625615764,0.68,0.7878787878787878,0.803030303030303,0.8911917098445595,0.6076923076923076,0.2962962962962963,0.6764705882352942,0.3377483443708609,0.8311926605504587,0.5046296296296297,0.7990196078431373,0.8143459915611815,0.7040358744394619,0.7786259541984732,0.7603305785123967,0.7870370370370371,0.7730061349693251,0.5178571428571429,0.7766990291262136,0.8717948717948718,0.7,0.822477650063857,0.7283236994219653,0.3106145251396648,0.7581699346405228,0.6945337620578779,0.75,0.4964539007092198,0.469361147327249,0.6801470588235294,0.673202614379085,0.6545454545454545,0.7428571428571429,0.8109452736318408,0.87,0.5542168674698795,0.8304093567251462,0.5027726432532348,0.4841173407394549,0.0506042296072507,0.2835570469798658,0.4232804232804232,0.3054355053191489,,,,,,,,,,,,10.340415705751552,9.503105590062113,16.248577696674843,,0.1484375,0.6634615384615384,0.1110149533659844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3-medium-128k-instruct,0.56,0.7185185185185186,0.8421052631578947,0.79,0.8377358490566038,0.8888888888888888,0.55,0.64,0.52,0.7456647398843931,0.4901960784313725,0.81,0.7957446808510639,0.6666666666666666,0.7103448275862069,0.656084656084656,0.5714285714285714,0.49,0.9032258064516128,0.7389162561576355,0.81,0.8484848484848485,0.898989898989899,0.9637305699481864,0.8282051282051283,0.4666666666666667,0.9201680672268908,0.5629139072847682,0.9247706422018348,0.6990740740740741,0.8823529411764706,0.8987341772151899,0.7802690582959642,0.8625954198473282,0.9090909090909092,0.8611111111111112,0.8159509202453987,0.6607142857142857,0.8349514563106796,0.9145299145299144,0.9,0.9003831417624522,0.7976878612716763,0.6782122905027933,0.8366013071895425,0.8070739549839229,0.8425925925925926,0.6666666666666666,0.6010430247718384,0.8235294117647058,0.8218954248366013,0.7636363636363637,0.8367346938775511,0.8159203980099502,0.93,0.5843373493975904,0.8713450292397661,0.5545286506469501,0.6361742752994272,0.1918429003021148,0.3364093959731543,0.4113756613756614,0.4711602393617021,,,,,,,,,,,,,,,,0.234375,0.7275641025641026,0.1261283055618814,43.52941176470589,33.33333333333334,18.207547169811313,32.1161825726141,30.0,30.3225806451613,33.63914373088684,16.913580246913575,31.4179104477612,32.98039215686275,34.523809523809526,,,,,,,,,48.4,34.2,50.5,53.5,51.2,43.7,30.7,20.0,45.8,38.6,42.6,29.4,40.4,29.4
Phi-3-medium-4k-instruct,0.52,0.7407407407407407,0.8618421052631579,0.8,0.8415094339622642,0.8819444444444444,0.56,0.64,0.49,0.7456647398843931,0.5294117647058824,0.81,0.8340425531914893,0.6491228070175439,0.696551724137931,0.6957671957671958,0.5873015873015873,0.49,0.9096774193548388,0.729064039408867,0.84,0.8848484848484849,0.9191919191919192,0.9740932642487048,0.8384615384615385,0.4925925925925926,0.9243697478991596,0.6158940397350994,0.9192660550458716,0.7037037037037037,0.9117647058823528,0.8987341772151899,0.7982062780269058,0.8625954198473282,0.9256198347107438,0.8888888888888888,0.8343558282208589,0.6517857142857143,0.8446601941747572,0.9316239316239316,0.92,0.8978288633461047,0.8063583815028902,0.6905027932960894,0.8496732026143791,0.8135048231511254,0.8672839506172839,0.648936170212766,0.6271186440677966,0.8676470588235294,0.8382352941176471,0.7363636363636363,0.8408163265306122,0.8905472636815921,0.94,0.5783132530120482,0.8771929824561403,0.5914972273567468,0.6380836660302031,0.195619335347432,0.3364093959731543,0.4246031746031746,0.4675864361702128,,,,,,,,,,,,,,,33.37,0.21875,0.5352564102564102,0.1377916423605617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3-mini-128k-instruct,0.38,0.6518518518518519,0.7894736842105263,0.68,0.7396226415094339,0.7986111111111112,0.44,0.56,0.4,0.6820809248554913,0.4313725490196078,0.76,0.6978723404255319,0.4912280701754385,0.6206896551724138,0.4894179894179894,0.5714285714285714,0.37,0.8354838709677419,0.6009852216748769,0.67,0.8121212121212121,0.8484848484848485,0.8860103626943006,0.7333333333333333,0.4,0.8277310924369747,0.4437086092715231,0.8899082568807339,0.6481481481481481,0.8333333333333334,0.7974683544303798,0.7085201793721974,0.7557251908396947,0.8264462809917356,0.7777777777777778,0.8159509202453987,0.5446428571428571,0.8252427184466019,0.8888888888888888,0.83,0.8160919540229885,0.7398843930635838,0.5843575418994413,0.7777777777777778,0.7363344051446945,0.7716049382716049,0.5851063829787234,0.4967405475880052,0.7242647058823529,0.7532679738562091,0.6727272727272727,0.746938775510204,0.8557213930348259,0.87,0.4698795180722891,0.8070175438596491,0.5489833641404805,0.5559798646068391,0.1404833836858006,0.3179530201342282,0.3928571428571428,0.3734208776595745,,,,,,,,,,,,,,,15.43,0.16796875,0.5480769230769231,0.0751250352259188,36.47058823529411,32.14285714285714,21.619047619047613,29.87551867219917,24.000000000000004,26.12903225806452,26.78899082568808,13.086419753086425,29.925373134328357,28.000000000000007,31.66666666666666,,,,,,,,,43.1,29.2,40.4,38.4,41.3,35.1,23.6,14.3,33.9,27.6,31.6,14.7,36.8,24.1
Phi-3-Mini-128K-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1333333333333333,0.407,0.0616666666666666,,,,,,,,,,,,,,,,,,,,46.5,35.4,46.5,51.5,48.9,40.7,21.4,16.4,43.9,35.1,39.7,30.1,43.1,31.0
phi-3-small-128k-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5878003696857671,0.6200312445755946,0.2026086956521739,0.3171140939597315,0.4365079365079365,0.4490525265957447,,,,,,,,,,,,,,,,0.2475728155339805,0.7419871794871795,0.1565838826690884,,,,,,,,,,,,,,,,,,,,38.6,28.0,38.4,43.4,44.7,35.1,20.7,23.6,35.0,31.3,35.3,22.8,37.8,26.6
Phi-3-small-8k-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6062846580406654,0.6191633396979691,0.188695652173913,0.3120805369127516,0.455026455026455,0.4506316489361702,,,,,,,,,,,,,,,29.77,0.203883495145631,0.6923076923076923,0.1507512587832819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phi-3.5-mini-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5194085027726433,0.5500781114389863,0.1963746223564954,0.3397651006711409,0.4007936507936508,0.3961934840425531,,,,,,,,,,,,,,,,0.171875,0.7115384615384616,0.0951157206773852,,,,,,,,,,,,,,,,,,,,37.2,32.1,31.3,38.4,43.6,37.2,23.6,12.1,38.1,32.3,27.9,25.0,34.5,28.9
phi-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499075785582255,0.667418850893942,0.3164652567975831,0.4060402684563758,0.5026455026455027,0.5286735372340425,,,,,,,,,,,,,,,,0.3125,0.5479999999999999,0.293336922809778,,,,,,,,,,,,,,,,,,,,55.8,44.9,54.5,50.5,58.2,47.8,27.9,25.7,50.0,42.3,44.9,40.4,53.0,42.1
Qwen1.5-1.8B-Chat,0.32,0.3777777777777777,0.5197368421052632,0.49,0.4981132075471698,0.4444444444444444,0.22,0.48,0.42,0.4219653179190751,0.284313725490196,0.61,0.3914893617021276,0.2807017543859649,0.4206896551724138,0.3597883597883597,0.246031746031746,0.33,0.5161290322580645,0.3201970443349753,0.46,0.6181818181818182,0.5909090909090909,0.5699481865284974,0.3641025641025641,0.3111111111111111,0.4621848739495798,0.2913907284768212,0.581651376146789,0.3379629629629629,0.4852941176470588,0.6371308016877637,0.515695067264574,0.4885496183206106,0.628099173553719,0.5277777777777778,0.4417177914110429,0.3571428571428571,0.6407766990291263,0.7435897435897436,0.45,0.5849297573435505,0.5346820809248555,0.235754189944134,0.5392156862745098,0.4790996784565916,0.4753086419753086,0.3333333333333333,0.3722294654498044,0.4154411764705882,0.4133986928104575,0.5818181818181818,0.4326530612244898,0.6019900497512438,0.7,0.4397590361445783,0.5497076023391813,0.1460258780036968,0.322166290574553,0.0196374622356495,0.2978187919463087,0.4246031746031746,0.1803523936170212,,,,,,,,,,,,3.70555681579365,3.544776119402985,2.588498849185137,,0.0,0.2996794871794871,0.0270487240119598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen1.5-110B-Chat,0.56,0.6518518518518519,0.9078947368421052,0.81,0.7811320754716982,0.8888888888888888,0.6,0.69,0.52,0.7572254335260116,0.5098039215686274,0.81,0.851063829787234,0.6403508771929824,0.7724137931034483,0.7645502645502645,0.6349206349206349,0.62,0.9,0.6945812807881774,0.83,0.8909090909090909,0.914141414141414,0.9740932642487048,0.7948717948717948,0.4777777777777778,0.8697478991596639,0.6291390728476821,0.926605504587156,0.7037037037037037,0.9166666666666666,0.9113924050632912,0.8161434977578476,0.8702290076335878,0.8842975206611571,0.8148148148148148,0.8711656441717791,0.7053571428571429,0.8737864077669902,0.9316239316239316,0.84,0.9386973180076628,0.8034682080924855,0.7731843575418994,0.8300653594771242,0.8070739549839229,0.8950617283950617,0.6702127659574468,0.621903520208605,0.8566176470588235,0.8169934640522876,0.7545454545454545,0.7591836734693878,0.8805970149253731,0.88,0.5240963855421686,0.8596491228070176,0.5378927911275416,0.6153445582364173,0.2341389728096676,0.3414429530201342,0.451058201058201,0.4824634308510638,,,,,,,,,,,,33.77709527565118,31.98757763975156,43.90555221078692,,0.2265625,0.5512820512820513,0.1307323842855348,,,,,,,,,,,,,,,,,,,,45.6,33.2,39.4,48.5,45.0,36.9,27.9,25.0,40.0,32.5,37.5,27.9,40.4,31.5
Qwen1.5-72B-Chat,0.51,0.7333333333333333,0.875,0.77,0.8113207547169812,0.9097222222222222,0.6,0.69,0.52,0.7456647398843931,0.5882352941176471,0.83,0.7957446808510639,0.5701754385964912,0.8,0.716931216931217,0.5873015873015873,0.54,0.9,0.6798029556650246,0.79,0.8606060606060606,0.9242424242424242,0.9844559585492229,0.8205128205128205,0.5259259259259259,0.865546218487395,0.5298013245033113,0.9247706422018348,0.6990740740740741,0.9117647058823528,0.8987341772151899,0.8071748878923767,0.8625954198473282,0.8512396694214877,0.8333333333333334,0.8711656441717791,0.5803571428571429,0.8737864077669902,0.9401709401709402,0.84,0.913154533844189,0.8410404624277457,0.729608938547486,0.8333333333333334,0.8263665594855305,0.8641975308641975,0.6170212765957447,0.6082138200782269,0.8198529411764706,0.8071895424836601,0.7636363636363637,0.8204081632653061,0.8905472636815921,0.96,0.5903614457831325,0.8888888888888888,,,,,,,,,,,,,,,,,,26.49828339562733,25.217391304347824,36.571754111987296,36.12,0.234375,0.7339743589743589,0.1089886054035753,53.94957983193278,52.38095238095237,35.35545023696683,50.871369294605806,38.37037037037037,47.47967479674797,46.66666666666666,20.12422360248447,46.02230483271376,42.322834645669296,53.33333333333334,,,,,,,,,38.0,31.2,40.4,32.3,42.0,36.1,36.4,23.6,39.0,34.8,32.4,23.5,33.0,27.7
Qwen1.5-7B-Chat,0.43,0.4888888888888889,0.6907894736842105,0.67,0.6943396226415094,0.7083333333333334,0.48,0.57,0.32,0.6184971098265896,0.4313725490196078,0.73,0.5446808510638298,0.4473684210526316,0.6413793103448275,0.4841269841269841,0.5079365079365079,0.35,0.7419354838709677,0.5665024630541872,0.7,0.7515151515151515,0.7929292929292929,0.8031088082901554,0.6025641025641025,0.3074074074074074,0.6470588235294118,0.3443708609271523,0.8110091743119267,0.4675925925925926,0.7941176470588235,0.7721518987341772,0.6457399103139013,0.7022900763358778,0.7603305785123967,0.7870370370370371,0.6380368098159509,0.3839285714285714,0.7378640776699029,0.8675213675213675,0.67,0.7675606641123882,0.6705202312138728,0.3832402234636871,0.7091503267973857,0.7170418006430869,0.654320987654321,0.3936170212765957,0.4615384615384615,0.5882352941176471,0.5816993464052288,0.6090909090909091,0.6816326530612244,0.7711442786069652,0.84,0.4759036144578313,0.7602339181286549,0.3826247689463956,0.4483596597812879,0.0626888217522658,0.3028523489932886,0.376984126984127,0.2951296542553192,,,,,,,,,,,,11.770927069605952,10.186335403726709,14.748431044267305,,0.1015625,0.4903846153846153,0.0583434305178769,45.042016806722685,43.0952380952381,14.88151658767773,38.672199170124486,24.444444444444446,31.61290322580646,31.43730886850152,-2.3456790123456805,35.3903345724907,27.08414872798434,41.19047619047619,,,,,,,,,,,,,,,,,,,,,,
Qwen2-72B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7597042513863216,0.6965804547821559,0.4176737160120846,0.3724832214765101,0.455026455026455,0.5403091755319149,,,,,,,,,,,,29.8527557752399,29.006211180124225,38.07461345451606,46.86,0.3203125,0.8541666666666666,0.2889736906970355,54.45378151260505,54.04761904761905,39.81132075471699,48.13278008298756,46.66666666666666,46.7741935483871,48.13455657492355,34.69135802469136,47.06319702602231,46.849315068493155,53.33333333333334,,,,,,,,,53.8,36.2,51.5,43.4,58.7,41.6,32.9,30.0,49.7,39.5,39.7,34.6,52.0,32.2
qwen2-7b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5231053604436229,0.5507724353410867,0.2764350453172205,0.2978187919463087,0.3915343915343915,0.3847240691489361,,,,,,,,,,,,,,,,0.3046875,0.4615384615384615,0.0989279371318192,,,,,,,,,,,,,,,,,,,,42.1,28.4,51.5,28.3,45.6,31.6,24.3,17.9,35.1,27.4,32.4,30.1,42.1,26.6
qwen2.5-72b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8391866913123844,0.7255684776948447,0.5981873111782477,0.375,0.4193121693121693,0.5625831117021277,,,,,,,,,,,,,,,,0.5625,0.7440789473684211,0.3527654645619422,,,,,,,,,,,,,,,,,,,,58.6,45.9,61.6,49.5,58.2,48.9,26.4,19.3,51.0,45.1,35.3,26.5,53.6,40.6
qwen2.5-7b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7208872458410351,0.5368859572990801,0.5,0.2911073825503356,0.4007936507936508,0.4286901595744681,,,,,,,,,,,,,,,,0.38671875,0.5801535087719298,0.1448542780730257,,,,,,,,,,,,,,,,,,,,45.7,38.0,51.5,31.3,48.2,41.4,31.4,15.0,42.3,35.0,30.9,25.0,40.1,35.0
qwen2.5-coder-32b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6820702402957486,0.6596077069953133,0.4954682779456193,0.348993288590604,0.4378306878306878,0.4413231382978723,,,,,,,,,,,,,,,,0.5703125,0.6485745614035088,0.2455849826892676,,,,,,,,,,,,,,,,,,,,59.3,50.1,57.6,49.5,60.9,51.8,37.9,24.3,50.7,43.7,50.7,41.9,55.6,45.4
qwq-32b-preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3382624768946395,0.6663773650407915,0.4493957703927492,0.2818791946308725,0.41005291005291,0.5678191489361702,,,,,,,,,,,,,,,,0.4140625,0.3678333333333333,0.2363025882633047,,,,,,,,,,,,,,,,,,,,55.4,45.2,50.5,57.6,56.9,46.2,32.9,27.9,47.4,41.8,45.6,32.4,52.0,41.1
sky-t1-32b-preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546875,0.5253333333333333,0.2048055975082524,,,,,,,,,,,,,,,,,,,,51.4,44.3,53.5,54.5,54.4,50.5,37.9,25.7,48.6,43.2,42.6,35.3,45.2,38.1
Snorkel-Mistral-PairRM-DPO,0.34,0.562962962962963,0.6381578947368421,0.62,0.6754716981132075,0.6875,0.4,0.47,0.37,0.5953757225433526,0.4117647058823529,0.7,0.5404255319148936,0.4210526315789473,0.6137931034482759,0.3677248677248677,0.373015873015873,0.35,0.6709677419354839,0.5073891625615764,0.65,0.7454545454545455,0.7474747474747475,0.8601036269430051,0.5846153846153846,0.3407407407407407,0.6428571428571429,0.3576158940397351,0.8,0.4583333333333333,0.7549019607843137,0.759493670886076,0.6233183856502242,0.7251908396946565,0.8181818181818182,0.75,0.754601226993865,0.4107142857142857,0.7572815533980582,0.8504273504273504,0.66,0.7790549169859514,0.6734104046242775,0.3541899441340782,0.7026143790849673,0.7009646302250804,0.7006172839506173,0.4397163120567376,0.4374185136897001,0.6397058823529411,0.6323529411764706,0.7090909090909091,0.7142857142857143,0.7164179104477612,0.79,0.5,0.8304093567251462,,,,,,,,,,,,,,,,,,30.220052700671644,28.79353233830846,26.39144645733206,20.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starling-LM-7B-alpha,0.36,0.6148148148148148,0.6907894736842105,0.63,0.6867924528301886,0.7708333333333334,0.5,0.51,0.32,0.6589595375722543,0.4411764705882353,0.74,0.5531914893617021,0.4912280701754385,0.5724137931034483,0.41005291005291,0.5238095238095238,0.22,0.7903225806451613,0.4679802955665024,0.7,0.7636363636363637,0.797979797979798,0.911917098445596,0.676923076923077,0.3222222222222222,0.680672268907563,0.3774834437086092,0.8477064220183487,0.5,0.8235294117647058,0.8270042194092827,0.7130044843049327,0.7862595419847328,0.8264462809917356,0.7407407407407407,0.7730061349693251,0.4196428571428571,0.8446601941747572,0.8760683760683761,0.73,0.8263090676883781,0.7369942196531792,0.4703910614525139,0.7352941176470589,0.6977491961414791,0.7345679012345679,0.4645390070921986,0.4641460234680574,0.6911764705882353,0.6633986928104575,0.6545454545454545,0.726530612244898,0.845771144278607,0.88,0.5301204819277109,0.847953216374269,0.4953789279112754,0.4426314875889602,0.0838368580060422,0.296979865771812,0.4113756613756614,0.3171542553191489,,,,,,,,,,,,14.24592352162733,12.732919254658384,14.690471079424972,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starling-LM-7B-beta,0.32,0.6518518518518519,0.7039473684210527,0.68,0.7094339622641509,0.7916666666666666,0.49,0.58,0.38,0.6763005780346821,0.3529411764705882,0.73,0.5787234042553191,0.4736842105263157,0.5724137931034483,0.4206349206349206,0.5158730158730159,0.28,0.7838709677419354,0.4926108374384236,0.71,0.806060606060606,0.7676767676767676,0.8860103626943006,0.658974358974359,0.3555555555555555,0.680672268907563,0.3509933774834437,0.8403669724770643,0.5092592592592593,0.8382352941176471,0.7974683544303798,0.6995515695067265,0.7862595419847328,0.8099173553719008,0.7685185185185185,0.7975460122699386,0.4821428571428571,0.8446601941747572,0.8888888888888888,0.78,0.8301404853128991,0.7427745664739884,0.2625698324022346,0.7450980392156863,0.707395498392283,0.7623456790123457,0.4893617021276595,0.4921773142112125,0.7279411764705882,0.6781045751633987,0.6727272727272727,0.7387755102040816,0.845771144278607,0.84,0.5301204819277109,0.8245614035087719,,,,,,,,,,,,,,,,,,,,,23.01,0.203125,0.4118589743589743,0.0897657415943577,50.92436974789915,46.19047619047619,24.36018957345972,43.41666666666667,29.481481481481477,40.32520325203252,39.69418960244647,3.3333333333333393,39.03345724907064,32.72015655577299,43.33333333333334,,,,,,,,,,,,,,,,,,,,,,
Starling-LM-7B-beta-ExPO,0.36,0.6518518518518519,0.7105263157894737,0.69,0.7132075471698113,0.7777777777777778,0.51,0.56,0.4,0.6705202312138728,0.3529411764705882,0.75,0.574468085106383,0.4824561403508772,0.6,0.41005291005291,0.5,0.32,0.7774193548387097,0.4926108374384236,0.71,0.806060606060606,0.7676767676767676,0.8860103626943006,0.6641025641025641,0.3481481481481481,0.6722689075630253,0.3443708609271523,0.8422018348623853,0.5046296296296297,0.8333333333333334,0.8016877637130801,0.6995515695067265,0.7862595419847328,0.8181818181818182,0.7777777777777778,0.7914110429447853,0.4732142857142857,0.8446601941747572,0.8931623931623932,0.78,0.8275862068965517,0.7369942196531792,0.2581005586592179,0.7320261437908496,0.7106109324758842,0.7592592592592593,0.4822695035460992,0.4928292046936114,0.7389705882352942,0.6650326797385621,0.6818181818181818,0.746938775510204,0.845771144278607,0.84,0.5301204819277109,0.8245614035087719,,,,,,,,,,,,,,,,,,29.600851847906423,27.95031055900621,26.411156713811028,,,,,52.941176470588246,50.23809523809524,25.308056872037916,44.149377593360995,30.07407407407408,38.69918699186991,40.36697247706422,5.67901234567902,42.156133828996275,33.88235294117648,44.04761904761905,,,,,,,,,,,,,,,,,,,,,,
tulu-2-dpo-70b,0.3,0.6148148148148148,0.7828947368421053,0.73,0.7509433962264151,0.8263888888888888,0.51,0.59,0.39,0.7225433526011561,0.4313725490196078,0.72,0.6978723404255319,0.4473684210526316,0.5793103448275863,0.455026455026455,0.4841269841269841,0.52,0.7935483870967742,0.5270935960591133,0.78,0.8363636363636363,0.8888888888888888,0.9378238341968912,0.7333333333333333,0.3592592592592593,0.8025210084033614,0.4701986754966887,0.8935779816513761,0.6064814814814815,0.9166666666666666,0.8607594936708861,0.7668161434977578,0.8320610687022901,0.8677685950413223,0.8425925925925926,0.8282208588957055,0.5,0.8155339805825242,0.8974358974358975,0.69,0.8531289910600255,0.7658959537572254,0.511731843575419,0.7843137254901961,0.7620578778135049,0.8209876543209876,0.574468085106383,0.546284224250326,0.75,0.7598039215686274,0.7727272727272727,0.7673469387755102,0.8756218905472637,0.88,0.5120481927710844,0.8713450292397661,,,,,,,,,,,,,,,,,,15.982854374136648,14.96894409937888,21.238610038371124,14.99,,,,45.54621848739495,45.23809523809524,20.663507109004744,43.65145228215768,24.444444444444446,40.655737704918025,39.63302752293578,4.0740740740740655,36.80297397769516,30.745098039215684,40.476190476190474,,,,,,,,,,,,,,,,,,,,,,
Vicuna-33B-v1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.705947921540371,11.428571428571429,17.574575310874923,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vicuna-7b-v1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188539741219963,0.3917722617601111,0.0135951661631419,0.2583892617449664,0.421957671957672,0.2146775265957446,,,,,,,,,,,,4.797493939167703,4.53416149068323,7.616892731870527,,0.0234375,0.5816666666666667,0.0849427976566035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
